App,Url,Logo,Rating,Recommendation,Reviews,Review Link,Price,Small Business Size,Medium Business Size,Large Business Size,Description
Takerents,https://www.softwareadvice.com/au/property/takerents-profile/,https://www.softwareadvice.com/au/property/takerents-profile/,5,None,1,https://www.softwareadvice.com/au/property/takerents-profile/#reviews,1,Yes,Yes,Yes,"Takerents is a cloud-based property management solution that helps landlords and property managers to market and manage their properties. It is suitable for apartments, residential and student housing and community association properties. Key features include lease management, rental applications, data security, documents storage and more.Takerents allows users to manage company and tenant records and create lease agreements, termination letters, proforma and commercial invoices. The solution also offers a web portal for landlords that provides them with access to financial reports for different tenants.Landlords and property managers can keep records of their properties with a built-in property register. The tenant portal allows tenants to submit work orders, and property owners can track and manage their maintenance activities. Additionally, Takerents offers multicurrency, multilingual and multi-user support.Services offered are billed monthly and support is available via phone, email and through an online helpdesk."
Vi-Pro MIS,https://www.softwareadvice.com/au/property/vipro-mis-profile/,https://www.softwareadvice.com/au/property/vipro-mis-profile/,5,None,1,https://www.softwareadvice.com/au/property/vipro-mis-profile/#reviews,3,Yes,Yes,Yes,"Vi-Pro MIS is a cloud-based property management system for multi-family apartment managers. The solution provides booking management and accounting features. The main dashboard shows total bookings, cancellations and due payments. It also provides a property overview section that displays the status of each unit with color codes. Booking forms offer fields to enter information about clients, including contact information and occupation.Vi-Pro MIS enables users to wave off interest, calculate interest on due payments and customize payment plans. The solution also provides reporting feature that helps property managers to view various types of reports such as tax, loan, hold property, agent brokerage and payment due. It can send automated payment reminder alerts to customers.The booking details view shows rates for each unit, additional charges, as well as payment information, such as amount paid and bank details. The solution enables users to view all bookings in a grid format with booking dates, phone numbers and unit numbers."
Manhattan Lease Management,https://www.softwareadvice.com/au/property/manhattan-lease-management-profile/,https://www.softwareadvice.com/au/property/manhattan-lease-management-profile/,4,None,1,https://www.softwareadvice.com/au/property/manhattan-lease-management-profile/#reviews,5,No,Yes,Yes,"Manhattan Lease Management provides tools to plan, track, manage and maintain real estate and capital asset portfolios in a single system. The solution is suitable for large companies in a variety of industries and offers both cloud-based and on-premise deployments.Manhattan Lease Management helps users record and manage critical dates, payments and contacts. Users can store their contract documents, images, clauses, conditions and lease options, and also receive automatic notifications and alerts. Users can also record transactions such as rent payments, common area charges, insurance, operating expenses, tenant improvement reconciliation and sublease payments.The diary module is event-driven, which helps users track critical dates such as expirations, options, and insurance. Users can define their own warning periods and generate leases with built-in lease classification templates that conform to current industry guidelines. The software also supports integrations with third-party email programs.Support is available through an online portal. Pricing is per year."
Nomos One,https://www.softwareadvice.com/au/property/nomos-one-profile/,https://www.softwareadvice.com/au/property/nomos-one-profile/,4,None,1,https://www.softwareadvice.com/au/property/nomos-one-profile/#reviews,3,Yes,Yes,Yes,"Nomos One is a lease management solution designed to help businesses manage client onboarding, accounting, contracts, asset portfolios and more. The platform comes with an event tracking module, which lets users create custom events for inspection/maintenance and receive reminders for renewals, commencements, expiry, rent reviews or variations.Nomos One includes an International Financial Reporting Standard (IFRS) 16 compliant accounting module, which enables professionals to create asset categories and update discount rates, rent increase, incentives and payment details across portfolios. Features include notifications, depreciation calculation, dashboards, custom data fields and multi-user access. Additionally, organizations can create, update, modify and store documents/contracts in a centralized repository for future reference.Nomos One allows managers to gain insight into balance sheets, historic/forecast data, interest schedules, financial compliance and revaluation of leases via analytics and interactive reports. Pricing is available on request and support is extended via phone, email and other online measures."
PowerPlan,https://www.softwareadvice.com/au/property/powerplan-profile/,https://www.softwareadvice.com/au/property/powerplan-profile/,4,None,1,https://www.softwareadvice.com/au/property/powerplan-profile/#reviews,3,Yes,Yes,Yes,"PowerPlan is a cloud-based and on-premise lease accounting suite designed to help businesses across various industry verticals, such as manufacturing, healthcare, retail, mining and more manage the entire accounting lifecycle of operating and capital leases. Key features include asset management, budgeting/forecasting, expense tracking and invoicing.Teams using PowerPlan can utilize lease-inventory templates to collect information from multiple business units and format data for automated validation and conversion. The system uses scenario analysis to examine different adoption scenarios and determine suitable strategies in compliance with lease accounting standards. Additionally, the platform allows organizations to generate standard reports even using ad hoc query wizards.PowerPlan enables enterprises to receive workflow alerts and email notifications to improve accountability and operational efficiency. The product extends support via documentation, phone and email."
WOW! On the Web,https://www.softwareadvice.com/au/property/wow-profile/,https://www.softwareadvice.com/au/property/wow-profile/,3.5,None,1,https://www.softwareadvice.com/au/property/wow-profile/#reviews,3,No,Yes,Yes,"WOW! is a cloud-based property and asset management solution for corporate facility managers and commercial property managers. Key features include asset management, work order management and preventative maintenance.With WOW! real estate managers give users the ability to connect to the solution from their desktop, laptop or (through the WOW! Mobile Application) from their smartphone. Users can manage work orders and other tasks from home. It is a SAS70 Type II compliant system.The dispatching feature eliminates paper-based work orders. Work orders can be routed, texted and emailed in minutes. Invoices from these work orders can be sent to an existing accounting solution as well, reducing double entry.The scheduling feature helps companies standardize preventative maintenance operations, reduce repair expenses and prolong the life of key assets. WOW! helps users remember, track, schedule and assign tasks."
Apartment Information Management,https://www.softwareadvice.com/au/property/aims-profile/,https://www.softwareadvice.com/au/property/aims-profile/,3,None,1,https://www.softwareadvice.com/au/property/aims-profile/#reviews,1,Yes,Yes,No,"Apartment Information Management Software (AIMS) is a cloud-based property management solution for apartment owners, landlords and property managers.AIMS allows users to manage property accounting, tenant and lease tracking, budgeting and forecasting, building maintenance, and customer relationships. The accounting portion offers general ledger, account receivable/payable and transactional history features. Reporting tools give managers a visibility over balances due, deposits (security, pet, and others) and transactions. It also let property managers identify lead sources that generate most applicants.AIMS helps property managers plan for vacancies and monitor features in units. Key information, like total rent due, leases expiring, applications to review, and pending maintenance is displayed on the AIMS Dashboard. Tenants can submit monthly payments online.Services are offered on per unit per month subscription basis."
UpTop,https://www.softwareadvice.com/au/property/uptop-profile/,https://www.softwareadvice.com/au/property/uptop-profile/,1,None,1,https://www.softwareadvice.com/au/property/uptop-profile/#reviews,1,Yes,Yes,Yes,"UpTop is a modern resident portal that focuses on resident retention and renewals. It plays nice with other third-party property management systems and is free for owners and operators.The platform features include, listings, syndication, real-time communication, screening, electronic leasing, digital payments and invoicing, accounting suite with the ability to integrate with third-party systems, automated maintenance, scheduling, concierge services, offline payment processing (lockbox and printed invoicing), websites, custom reporting and more.Managing rentals can be a headache, it’s expensive, inefficient and existing systems only help around the edges. By utilizing innovative technology and integrating all the key services at no cost, we create an efficient rental ecosystem, eliminating waste and providing a clean user experience for operators and renters."
AvidXchange,https://www.softwareadvice.com/au/property/avidxchange-profile/,https://www.softwareadvice.com/au/property/avidxchange-profile/,None,None,0,https://www.softwareadvice.com/au/property/avidxchange-profile/#reviews,3,Yes,Yes,Yes,"AvidXchange is an accounts payable solution for midsize companies in industries including real estate, HOA, construction and financial services. AvidXchange’s cloud-based solutions automate accounts payable processes including purchase orders, invoices and payments. Features include electronic invoice submission and tracking, mobile purchase order approval and customizable workflows.AvidXchange Purchase Order provides visibility into the purchasing process and enables users to create requisitions for regular purchases. Users can also detect duplicate orders before reaching the approval process. The AvidXchange Invoice application also allows users to scan invoices and submit them via a secure electronic portal.The AP automation solutions allow the accounting team to electronically review and route invoices based on the company’s current processes with rules and alerts. Their solutions assist in audit management by enabling companies to assign invoice search permissions to auditors without paper. AvidXchange offers integration with many accounting systems including Acumatica, Blackbaud, Microsoft Dynamics and Intacct.Support is available via email and product documentation."
BlueBox,https://www.softwareadvice.com/au/property/bluebox-profile/,https://www.softwareadvice.com/au/property/bluebox-profile/,None,None,0,https://www.softwareadvice.com/au/property/bluebox-profile/#reviews,5,No,Yes,Yes,"BlueBox by Trace Solutions is an enterprise-level property management software solution for property owners and investors. Typical users are large or fast growing organizations with multiple users.BlueBox is an “off-the-shelf” package, in that it requires little or no bespoke development. But the system is highly configurable to match the needs of the organization. It includes property-specific general ledger accounts and a comprehensive property database, but it also integrates easily with other enterprise software such as corporate accounts, business intelligence and valuation tools.BlueBox comes with numerous intelligent automation features to reduce bureaucracy, including bank reconciliation, IFRS16 calculation and Section 20 compliance. It allows businesses to automatically schedule and email more than 200 standard reports.The system also includes Mojo, a cloud-based platform that delivers easy-to-use, device-independent web applications. Each Mojo application re-invents an individual property management process such as lease entry, invoice approval, client reporting and more. Mojo allows non-expert users to benefit from and contribute to the core system, to improve data quality and accelerate workflow.BlueBox can be deployed either as SaaS, or self-hosted by the user."
BRIXXonline,https://www.softwareadvice.com/au/property/brixxonline-profile/,https://www.softwareadvice.com/au/property/brixxonline-profile/,None,None,0,https://www.softwareadvice.com/au/property/brixxonline-profile/#reviews,5,Yes,Yes,Yes,"BRIXXonline is a property management system, which helps small to medium real estate businesses handle administrative and financial operations. It is suitable for the management of both personal and third-party properties.Property managers can use BRIXXonline to generate contracts and invoices, process payments and collect approvals on documents through digital signatures. With the dashboard, owners can view occupancy rates, rental turnover, and use of portfolios.It is available on monthly subscriptions and support is provided via email and phone."
CiraConnect,https://www.softwareadvice.com/au/property/ciraconnect-profile/,https://www.softwareadvice.com/au/property/ciraconnect-profile/,None,None,0,https://www.softwareadvice.com/au/property/ciraconnect-profile/#reviews,1,No,Yes,Yes,"CiraConnect is a cloud-based homeowners association (HOA) solution for community associations, management companies, self-managed associations and developers. Key features include document management, calendar management, event management, online payment processing and a member directory.CiraConnect's reporting module helps users to generate custom reports and relay necessary financial and transactional information to the community board members. Within the Accounting module, CiraConnect features functions for accounts payable, accounts receivable, general ledger, as well as recurring charges and transactional history. The solution also provides budgeting and forecasting applications, including a reserve expenditure, tax-planning and scenario-planning module.Additionally, the 'Building Maintenance' module of CiraConnect offers bid management, billing, job costing, work orders, procurement and other maintenance-specific features to the users. Services are offered on a monthly subscription basis after a one-time setup fee. Support is offered via phone and email."
Cirrus8,https://www.softwareadvice.com/au/property/cirrus8-profile/,https://www.softwareadvice.com/au/property/cirrus8-profile/,None,None,0,https://www.softwareadvice.com/au/property/cirrus8-profile/#reviews,5,No,No,Yes,"Cirrus8 is a cloud-based commercial property management software providing automated processing and comprehensive functionality aimed at maintaining maximum flexibility. It is used by many of Australia’s largest and most successful commercial real estate firms.The product has been developed by commercial property specialists with decades of experience in managing shopping centers, office buildings and industrial complexes. The platform is powerful yet easy to use.Pricing is based on monthly subscriptions and support is extended via phone, email and an inquiry form."
Evercondo,https://www.softwareadvice.com/au/property/evercondo-profile/,https://www.softwareadvice.com/au/property/evercondo-profile/,None,None,0,https://www.softwareadvice.com/au/property/evercondo-profile/#reviews,1,No,Yes,No,"Evercondo is a cloud-based property management solution that helps property managers to identify trends within their buildings and manage overall workflows. For residents, Evercondo provides a platform to communicate with condo associations, including parking reservations, maintenance requests and more.Evercondo provides property managers an inbox that helps them to store requests and inquiries in a single location. This inbox hosts various methods of communication, from emails to voicemails, so that property managers can stay organized. Evercondo also provides users a way to access existing maintenance requests and also offers a notification system that alerts property managers when certain requests are accomplished.Additionally, Evercondo provides reporting for management companies, allowing them to view metrics and statistics regarding certain condominiums. The dashboard features graphs and other ways to visualize key performance indicators.Support is offered via phone, email and online FAQs."
iEstate,https://www.softwareadvice.com/au/property/iestate-profile/,https://www.softwareadvice.com/au/property/iestate-profile/,None,None,0,https://www.softwareadvice.com/au/property/iestate-profile/#reviews,3,Yes,Yes,Yes,"iEstate is a SaaS real estate property management solution designed to help businesses manage sales, leasing and facility maintenance operations. Built on the Oracle platform, it allows property agents to gain a 360-degree view of properties to understand client preferences and viewpoints.Key features of iEstate include geocoding, payment planning, project accruals, rental or lease management and financial administration. Businesses can utilize the application to manage leads across social media and marketing platforms, track property inventory and progressive bills and centralize incentives and commissions for each broker or sales agent. Additionally, it comes with a facility management tool, which lets supervisors plan maintenance requests, property history, blueprints and reporting on a unified platform.iEstate facilitates customer service operation through integration with Oracle applications including Oracle Siebel Help-desk and Oracle Service Cloud. Pricing is available on request and support is provided via online measures."
Landlord Lane,https://www.softwareadvice.com/au/property/landlordlane-profile/,https://www.softwareadvice.com/au/property/landlordlane-profile/,None,None,0,https://www.softwareadvice.com/au/property/landlordlane-profile/#reviews,2,Yes,No,No,"Landlord Lane is a SaaS property management software solution committed to automation and delivering a seamless experience to the end user.  The company's software boasts turnkey features for today's property manager looking for high-performance, simplified processes, and maximum usability.  Features include direct deposit digital checks for all users and vendors, automated late rent and management fee billing, real time property & tenant search filtering, failed digital payments tracking, listing syndication to Zillow, Trulia, HotPads, online background checks and much more."
Lease Harbor,https://www.softwareadvice.com/au/property/lease-harbor-profile/,https://www.softwareadvice.com/au/property/lease-harbor-profile/,None,None,0,https://www.softwareadvice.com/au/property/lease-harbor-profile/#reviews,5,Yes,Yes,Yes,"Lease Harbor is a cloud-based lease management suite designed to help businesses manage agreements, accounting, transactions, expenses and more. The platform enables users to handle administration tasks, real estate, vehicles and equipment portfolios.Lease Harbor comes with an accounting module, which allows organizations to streamline processes related to calculation, modification and export of journal entries, documentation and generation of primary/subsidiary ledgers. Features include customizable templates, multiple users, bulk data upload, automated proration, amortization, expense calculation, configurable approval workflows, footnote disclosures and more. Additionally, the task management functionality enables users to handle asset classification, create/monitor tasks for projects and facilitate communication across departments.Lease Harbor lets managers gain insight into audit trail, asset portfolios, transactions, budget, batch history and more via custom reports and graphs. It is available on usage-based monthly subscriptions and support is extended via phone and email."
Lease Notes,https://www.softwareadvice.com/au/property/lease-notes-profile/,https://www.softwareadvice.com/au/property/lease-notes-profile/,None,None,0,https://www.softwareadvice.com/au/property/lease-notes-profile/#reviews,1,Yes,Yes,No,"Lease Notes is a cloud-based property management solution designed for property managers, real estate brokers and landlords. It caters to small, midsize and large businesses.Primary features include lease abstracting, lease administration and lease management. Users can create a lease summary for all the properties. The home page displays a list of lease records with the location, lease term, square footage and monthly rent that gets updated in real time. This page allows the user to print reports and search for lease records or add new leases. It offers integration with Google Maps.Users can access the system from any Internet-connected computer or mobile devices such as an iPhone or iPad."
LeaseCrunch®,https://www.softwareadvice.com/au/property/leasecrunch-profile/,https://www.softwareadvice.com/au/property/leasecrunch-profile/,None,None,0,https://www.softwareadvice.com/au/property/leasecrunch-profile/#reviews,3,Yes,Yes,Yes,"LeaseCrunch is a cloud-based solution designed to help small to large certified public accountant (CPA) firms automate calculations of leases as per latest accounting standards. Features include policy election templates, workflow creation, customer account management and customizable reporting.The solution provides guidance through accounting policy designations before lease implementation and exports relative data such as dates or payment schedules to perform comparisons with stored contracts. Users can aggregate amortization schedules from multiple leases within a single schedule, arranging sub-totals by fiscal year for profit/loss checks. LeaseCrunch enables bookkeepers to collaborate with clients, add new leases, complete reviews and conduct monthly closing. Additionally, with the quantitative disclosures such as FASB and IFRS, auditors can develop footnotes.LeaseCrunch comes with a lease term wizard, which allows users to classify leases and determine term length through early termination and renewal options. Accountants can also calculate journal entries, footnote disclosures and financial statement impacts."
Mi Property Portal,https://www.softwareadvice.com/au/property/mi-property-portal-profile/,https://www.softwareadvice.com/au/property/mi-property-portal-profile/,None,None,0,https://www.softwareadvice.com/au/property/mi-property-portal-profile/#reviews,1,Yes,No,No,"Mi Property Portal is a cloud-based property management solution designed for residential property owners. Features include tenant screening, online rent collection, accounting, reporting, maintenance tracking and more.Mi Property Portal helps property owners to manage documents, track maintenance requests and route maintenance tickets to specific vendors. The solution also offers users lead management and online rent application functionalities that allow them to generate and track leads and manage rent collection.Additionally, Mi Property Portal includes features such as property inspection tools, vendor management, tenant management and asset management. It also provides tenants with a portal which allows them to submit requests, book resources and communicate with property owners.Services are offered on a per unit per month basis that includes support via phone and email."
Mycoop Technologies,https://www.softwareadvice.com/au/property/mycoop-profile/,https://www.softwareadvice.com/au/property/mycoop-profile/,None,None,0,https://www.softwareadvice.com/au/property/mycoop-profile/#reviews,1,Yes,No,No,"mycoop is a cloud-based property management solution that helps businesses centralize all communications related to multi-family buildings on a unified dashboard. It allows building managers to communicate with residential apartment owners via direct messages, groups and scheduled posts.Key features of mycoop include maintenance tickets, document storage, alerts/notifications and event creation. It comes with a group module, which allows administrators to create community groups or events, exchange goods and recommend services among members. Additionally, users can create, track and assign maintenance tickets from within the platform.mycoop lets building managers and community members distribute notes about meetings and legal documents. It facilitates integration with multiple rent payment and on-demand service providers, streamlining operations across properties. It is available for free and on monthly subscriptions."
OKUPIED,https://www.softwareadvice.com/au/property/okupied-profile/,https://www.softwareadvice.com/au/property/okupied-profile/,None,None,0,https://www.softwareadvice.com/au/property/okupied-profile/#reviews,2,Yes,No,No,"OKUPIED is a property management solution designed to help landlords streamline the entire rent lifecycle, from recording tenants' information to managing payment receipts on a unified platform. It enables businesses to organize and manage data related to fixed/monthly leases, recurring expenses and more in real-time.The application allows property owners to automate rent collection processes through the Automated Clearing House (ACH) payment network. With the tenant portal, occupants can upload important forms or documents, review rent history and handle payment processing. Additionally, OKUPIED comes with a reporting module, which allows users to generate financial reports and gain insights into property performance, IRS deductions and tax payments.OKUPIED provides mobile applications for iOS devices for professionals to send rent-due notifications and reminders, even from remote locations. Pricing is available on monthly subscriptions and support is extended via phone, email, live chat and other online measures."
OnCite,https://www.softwareadvice.com/au/property/deep-forest-oncite-profile/,https://www.softwareadvice.com/au/property/deep-forest-oncite-profile/,None,None,0,https://www.softwareadvice.com/au/property/deep-forest-oncite-profile/#reviews,5,No,Yes,Yes,"OnCite is a cloud-based property management solution that helps businesses tracks and organizes information relating to their portfolios, properties and assets. The solution is designed for large and midsize property managers and serves a variety of properties including corporate, medical, industrial and others.OnCite offers contact management feature that helps users to link tenants to their lease abstracts and properties. The solution also provides a dashboard that allows users to view open work orders, expiring leases, vacant properties and due notices.OnCite solution can consolidate both past and present business information in one centralized place. It offers a calendar feature that allows users to schedule reminders for preventive maintenance work orders, meetings, lease and project dates. Additionally, it offers contact management, environmental and energy management tracking and other related features.OnCite solution can be accessed via a mobile device as well as other portable handhelds such as iPad. Support is available via phone, email and other online resources."
PackageLog,https://www.softwareadvice.com/au/property/packagelog-profile/,https://www.softwareadvice.com/au/property/packagelog-profile/,None,None,0,https://www.softwareadvice.com/au/property/packagelog-profile/#reviews,1,Yes,Yes,Yes,"PackageLog from LogWare is a cloud-based solution designed to help property management professionals track incoming packages for residents. Key features include package tracking, notifications and custom branding. The solution caters to needs of industries such as concierge, hotels, apartments, condos and on-campus housing.PackageLog offers a security feature to ensure packages are delivered safely using a PIN. It also allows recipients to add agents to their profile so that a roommate, spouse or other person can receive packages in place of the resident.PackageLog’s dashboard view shows the number of packages waiting to be picked up, packages returned to sender, missing packages and items on hold. Users can also enter information about each resident and package for future reference. Property managers can customize notifications for texts or email, and users can display deliveries awaiting pick-up on a screen mounted in a community lobby.Services are available on a monthly subscription basis."
Pebblegate,https://www.softwareadvice.com/au/property/pebblegate-profile/,https://www.softwareadvice.com/au/property/pebblegate-profile/,None,None,0,https://www.softwareadvice.com/au/property/pebblegate-profile/#reviews,4,Yes,Yes,Yes,"Pebblegate is a cloud-based property management solution that includes applications such as tenant and lease management, property accounting, budgeting and forecasting and building maintenance. The solution provides users the option to implement only the applications that are relevant to their business. The rule-based system supports customizable workflows, defined responsibilities for tenants and property owners, role-based dashboards, reminders and square footage tracking.Pebblegate automates both recurring and non-recurring billing charges and accounts and tasks can be assigned to individuals or teams and tracked. An energy management tool integrates with existing submetering hardware so that property managers can track and analyze energy performance across multiple properties that help in generating forecasts or budgets.Pebblegate analytics module provides analysis, on-demand reporting and business intelligence. The reports generated offers multiple grouping options, visual aids, enhancements and quick-reference dashboards. The analytics module performs what-if analysis and examines risk or reward scenarios. Support is offered via live chat, online ticket, phone and a knowledgebase."
Progen,https://www.softwareadvice.com/au/property/progen-profile/,https://www.softwareadvice.com/au/property/progen-profile/,None,None,0,https://www.softwareadvice.com/au/property/progen-profile/#reviews,3,Yes,Yes,Yes,"Progen is a cloud-based accounting management solution designed to help small to large businesses manage property and non-property leases in compliance with International Financial Reporting Standard (IFRS) 16. Key features include journal entries, asset management, data visualization, role-based permissions, automated notifications and reporting.The application lets professionals manage the entire property lifecycle through configurable workflows and generate purchase and work orders. It comes with an analytics module, which enables users to track business' performance along with updated trends through a custom dashboard. Additionally, the solution helps property managers handle outgoings, sub-leasing, rent reviews and renewals.Progen offers integration with various third-party applications such as SAP, Sun, Oracle, TechnologyOne, Infor, Microsoft Dynamics, MYOB, Xero and more. Pricing is available on request and support is provided via phone, email and documentation."
Property Tree,https://www.softwareadvice.com/au/property/property-tree-profile/,https://www.softwareadvice.com/au/property/property-tree-profile/,None,None,0,https://www.softwareadvice.com/au/property/property-tree-profile/#reviews,5,Yes,Yes,Yes,"Property Tree is a cloud-based solution for businesses, which helps streamline operations including communications across owners, tenants and creditors. The centralized platform comes with customizable dashboards, which allow users to gain insights and live notifications for arrears, vacancies, days in market, inspections and more.Key features of Property Tree include document management, invoicing, owner & tenant portals, multiple trust accounts and bulk email messages. Businesses can use Tenant Download module to automatically match transactions with commercial and residential tenancies, allocate funds and generate receipts for matched transactions. Additionally, it provides a drag-and-drop interface, which lets users upload, tag and manage documents in multiple formats, reducing labor time and costs.Property Tree enables users to view and access contacts, addresses and maps for commercial or residential properties from remote locations using mobile applications. Pricing is available on monthly subscriptions and support is extended via documentation, phone, chat and other online measures."
Propertygate,https://www.softwareadvice.com/au/property/propertygate-profile/,https://www.softwareadvice.com/au/property/propertygate-profile/,None,None,0,https://www.softwareadvice.com/au/property/propertygate-profile/#reviews,1,Yes,Yes,Yes,"Propertygate is a cloud-based property management system for landlords and real estate agents. It is designed to handle portfolios of small, midsize and large multi-family apartments, single-family homes, health care, hotels and retail.The tenant and lease tracking functions manage the leasing process, track leads and manage tenants. It also offers document management, insurance tracking and the ability to receive online payments. Users can also manage the details of each property and upload maps and photos. Properties can be viewed in a list form to show status, occupancy and unit type.Propertygate allows users to enter contact information for tenants and upload relevant documents, such as lease forms, legal paperwork and images. Propertygate includes reporting tools and a dashboard to manage finances, such as outstanding balances and expenses."
Really,https://www.softwareadvice.com/au/property/really-profile/,https://www.softwareadvice.com/au/property/really-profile/,None,None,0,https://www.softwareadvice.com/au/property/really-profile/#reviews,4,Yes,Yes,Yes,"Really is a cloud-based platform that allows property managers to connect with their vendors. Property Managers are able to create and submit requests for quotations and tenders. Really's workflows guide property managers and vendors to conclude tenders in a compliant way.Really's platform keeps all quotations and contracts available. Future tenders can be created based on past tenders. Finally, property managers and vendors are able to track their deliverables based on tasks and milestones.Really is available for free and on monthly or annual subscriptions and support is extended via live chat, phone, email and other online measures."
RealPage Commercial,https://www.softwareadvice.com/au/property/realpage-commercial-profile/,https://www.softwareadvice.com/au/property/realpage-commercial-profile/,None,None,0,https://www.softwareadvice.com/au/property/realpage-commercial-profile/#reviews,2,Yes,Yes,Yes,"RealPage Commercial is a cloud-based property management solution suitable for commercial and industrial businesses. Key features include accounting, budgeting, facilities maintenance, purchasing, document management and reporting.RealPage Commercial enables users to organize and store electronic records and other digital compliance documents as well as automate service requests and manage asset conditions. The solution includes customizable features, reminders, functions, forms and standard reports.RealPage Commercial also offers a resident portal that features automatic notifications, lease renewal and maintenance tickets. The solution also includes budgeting and accounting functionality that includes customization, creation and modification of reports as well as electronic signature, payment approvals, automatic bank reconciliations, central disbursements and allocation tables."
RealPage Commercial,https://www.softwareadvice.com/au/property/realpage-comm-profile/,https://www.softwareadvice.com/au/property/realpage-comm-profile/,None,None,0,https://www.softwareadvice.com/au/property/realpage-comm-profile/#reviews,2,Yes,Yes,Yes,"RealPage Commercial is a cloud-based property management solution suitable for commercial and industrial businesses. Key features include accounting, budgeting, facilities maintenance, purchasing, document management and reporting.RealPage Commercial enables users to organize and store electronic records and other digital compliance documents as well as automate service requests and manage asset conditions. The solution includes customizable features, reminders, functions, forms and standard reports.RealPage Commercial also offers a resident portal that features automatic notifications, lease renewal and maintenance tickets. The solution also includes budgeting and accounting functionality that includes customization, creation and modification of reports as well as electronic signature, payment approvals, automatic bank reconciliations, central disbursements and allocation tables."
Reneza,https://www.softwareadvice.com/au/property/reneza-profile/,https://www.softwareadvice.com/au/property/reneza-profile/,None,None,0,https://www.softwareadvice.com/au/property/reneza-profile/#reviews,1,Yes,Yes,No,"Reneza is a cloud-based property management solution designed for property owners and landlords managing various property types including portfolios, overseas properties, apartments, individual units, HMOs and more. Key features include automated payments, a built-in messenger, a mechanism to conduct background checks and a digital archive for relevant documents.Reneza provides landlords with a central dashboard that helps them to track rent collection schedules, review tenant backgrounds, check credit scores and send tenants reminders about due payments. The solution also allows prospective tenants to view different properties, create personal profiles and share information with landlords and property owners.Additionally, Reneza supports integration with various third-party applications such as Stripe, Zoopla, Rocket.Chat, Veriff and more. Services are offered on a monthly subscription basis.Support to users is offered via phone and email. Pricing is per month."
SAP Cloud for Real Estate,https://www.softwareadvice.com/au/property/sap-cloud-for-real-estate-profile/,https://www.softwareadvice.com/au/property/sap-cloud-for-real-estate-profile/,None,None,0,https://www.softwareadvice.com/au/property/sap-cloud-for-real-estate-profile/#reviews,3,Yes,Yes,Yes,"SAP Cloud for Real Estate is a cloud-based real estate and facilities management platform that offers tools for optimizing and tracking real estate assets. It offers contract and lease administration tools including lease agreement management, reports on lease performance, visual lease charts, cost analysis, and more. Users can gain insight into resource allocation, finances, properties, and more and the system provides users with a database of property information to help organize and manage real estate portfolios across multiple locations.SAP Cloud for Real Estate can integrate with other SAP systems and third party tools to gather and sync data from across various systems. The IFRS 16-compliant solution helps real estate agencies track asset performance, manage portfolios, assess space utilization, and manage lease contracts."
Tango Lease Administration and Lease Accounting,https://www.softwareadvice.com/au/property/tango-lease-administration-and-lease-accounting-profile/,https://www.softwareadvice.com/au/property/tango-lease-administration-and-lease-accounting-profile/,None,None,0,https://www.softwareadvice.com/au/property/tango-lease-administration-and-lease-accounting-profile/#reviews,3,Yes,Yes,Yes,"Tango Lease Administration and Lease Accounting is a cloud-based solution that helps businesses in the real estate industry manage rent payments, expense reconciliation, tenant administration and more. It streamlines the entire accounting lifecycle, from handling reconciliation operations to automatically calculating right-of-use (ROU) asset and lease liabilities.The unified dashboard enables administrators to process invoices, review and approve recurrent payments and automatically update workflow history. Employees can use the platform to monitor lease expiration or renewal dates, financial obligations and other KPI metrics through automated alerts. Additionally, Lease Administration and Lease Accounting comes with a reporting module, which allows managers to convert raw lease data into actionable insights by generating pre-configured and ad-hoc reports.Lease Administration and Lease Accounting comes with an API, which facilitates integration with several third-party platforms, enabling businesses to push and pull data across systems. Pricing is available on request and support is extended via online measures."
VBSonline,https://www.softwareadvice.com/au/property/vbsonline-profile/,https://www.softwareadvice.com/au/property/vbsonline-profile/,None,None,0,https://www.softwareadvice.com/au/property/vbsonline-profile/#reviews,5,No,Yes,Yes,"VBSonline is a property management system designed to help government organizations and water boards manage administrative, financial and legal processes. It enables professionals to monitor contracts and gain visibility into income and expenditure relative to property ownership.VBSonline offers an hourly rental module, which allows owners to calculate fixed and occasional rents of accommodations leased to associations, schools or companies. Users can generate reports based on client's real estate portfolio and visualize the financial progress through graphs."
VerticalRent,https://www.softwareadvice.com/au/property/verticalrent-profile/,https://www.softwareadvice.com/au/property/verticalrent-profile/,None,None,0,https://www.softwareadvice.com/au/property/verticalrent-profile/#reviews,1,Yes,No,No,"VerticalRent is a cloud-based tenant screening system designed for landlords, brokers, realtors and property managers. Primary features include credit reports, background checks, rental applications, listing management, finance and accounting, property management and tenant management.The tenant screening module provides credit reports, background screening and tenant application management. The screening tools reveal various data points including address, employment and payment history to gauge a renter's financial viability. The tenant management feature includes lease agreement management, tenant portal, rent collection, renter’s insurance, maintenance calendar and eviction notices. Reports module provide public record filings for bankruptcy, tax liens or evictions.VerticalRent also includes property management features to store documents and photos of units and keep a database of maintenance history. Users can also track financial information like income, expenses and create reports. This solution can be accessed via mobile device."
